poi_number,group,route,net_worth
114193,Group 6,BACDE,281
114194,Group 1,ABDEC,987
114195,Group 15,BCDEA,771
114196,Group 19,EBCDA,366
114197,Group 9,BDCEA,919
114198,Group 6,EDBAC,345
114199,Group 6,DEABC,38
114200,Group 11,DCEAB,472
114201,Group 9,EACBD,312
114202,Group 2,ECABD,108
114203,Group 12,EADCB,144
114204,Group 9,ADCEB,591
114205,Group 8,ECDBA,26
114206,Group 16,CEBAD,516
114207,Group 3,AECBD,491
114208,Group 13,ACEBD,557
114209,Group 2,EDACB,959
114210,Group 11,CDEBA,121
114211,Group 11,BCDAE,745
114212,Group 3,BCDEA,104
114213,Group 4,ACEDB,819
114214,Group 5,DBCAE,484
114215,Group 12,DABEC,817
114216,Group 20,DCEBA,55
114217,Group 16,AECDB,422
114218,Group 14,EDCBA,692
114219,Group 1,DCABE,460
114220,Group 10,DECBA,7
114221,Group 9,BCEDA,835
114222,Group 10,BDECA,162
114223,Group 13,DCBEA,624
114224,Group 7,BDACE,300
114225,Group 14,ADCEB,219
114226,Group 10,DEBAC,81
114227,Group 14,EBCAD,22
114228,Group 6,ACEBD,312
114229,Group 20,CEADB,183
114230,Group 15,ECABD,599
114231,Group 4,BDEAC,512
114232,Group 5,AEBCD,500
114233,Group 1,AEBCD,644
114234,Group 15,DABCE,342
114235,Group 14,ECABD,783
114236,Group 1,EDCBA,99
114237,Group 3,ECBDA,100
114238,Group 2,DBCEA,438
114239,Group 10,DBEAC,587
114240,Group 5,BDCEA,903
114241,Group 12,BADEC,350
114242,Group 13,EDACB,522
114243,Group 9,BADCE,871
114244,Group 18,BADCE,258
114245,Group 12,ADCEB,264
114246,Group 4,DEBAC,68
114247,Group 3,DBCEA,254
114248,Group 6,BDCAE,808
114249,Group 10,CBDAE,634
114250,Group 15,ABDCE,238
114251,Group 8,CBADE,462
114252,Group 7,BADCE,65
114253,Group 4,CBDEA,322
114254,Group 14,CDABE,129
114255,Group 19,DCABE,744
114256,Group 11,DAEBC,444
114257,Group 4,EACDB,191
114258,Group 9,BECAD,29
114259,Group 16,ACBDE,613
114260,Group 3,EABCD,575
114261,Group 16,EDABC,297
114262,Group 8,BAECD,786
114263,Group 16,DBAEC,716
114264,Group 19,CDAEB,621
114265,Group 2,CDAEB,745
114266,Group 19,BEACD,247
114267,Group 2,ECADB,558
114268,Group 12,EABCD,743
114269,Group 12,BECAD,489
114270,Group 16,AEDBC,140
114271,Group 9,AEDBC,10
114272,Group 19,BEDCA,43
114273,Group 18,DABCE,607
114274,Group 18,DCABE,65
114275,Group 14,CEADB,913
114276,Group 20,CBEDA,594
114277,Group 9,CBEDA,624
114278,Group 8,BACED,435
114279,Group 3,BADEC,1
114280,Group 9,EBADC,797
114281,Group 7,ACBED,79
114282,Group 8,ABCED,413
114283,Group 18,BDAEC,332
114284,Group 12,DBCEA,859
114285,Group 8,CBEDA,657
114286,Group 16,DBECA,946
114287,Group 11,CABDE,120
114288,Group 3,DBECA,36
114289,Group 3,ABCDE,542
114290,Group 16,ECADB,176
114291,Group 9,DEACB,124
114292,Group 19,CADEB,389
114293,Group 19,BCEDA,259
114294,Group 1,ACBDE,891
114295,Group 11,EACBD,322
114296,Group 19,CBAED,64
114297,Group 8,ECBAD,87
114298,Group 17,CDABE,144
114299,Group 18,CDAEB,102
114300,Group 18,ABDCE,985
114301,Group 10,AECBD,745
114302,Group 4,BDEAC,6
114303,Group 10,EDACB,973
114304,Group 1,DAEBC,483
114305,Group 4,AEDCB,172
114306,Group 14,EACBD,75
114307,Group 2,AECDB,128
114308,Group 14,CABED,509
114309,Group 3,ACEDB,229
114310,Group 17,DECAB,782
114311,Group 11,EBACD,12
114312,Group 5,DBCAE,137
114313,Group 16,ECDBA,273
114314,Group 14,CDABE,882
114315,Group 11,ECADB,729
114316,Group 12,BADEC,755
114317,Group 12,BECAD,817
114318,Group 12,DAECB,915
114319,Group 18,EDCAB,946
114320,Group 7,CDBAE,142
114321,Group 15,DEBCA,313
114322,Group 18,EDACB,852
114323,Group 6,CADBE,485
114324,Group 20,ADCBE,586
114325,Group 17,ADCBE,198
114326,Group 16,EBDAC,114
114327,Group 14,ABCDE,75
114328,Group 12,DBAEC,927
114329,Group 17,BCDEA,425
114330,Group 19,ABCED,162
114331,Group 13,CABED,853
114332,Group 8,DABCE,245
114333,Group 19,ADBCE,577
114334,Group 5,CADEB,80
114335,Group 3,ECABD,507
114336,Group 6,DEBCA,717
114337,Group 19,BACED,808
114338,Group 3,ADBCE,540
114339,Group 8,DEACB,664
114340,Group 11,EDBAC,229
114341,Group 20,EABCD,30
114342,Group 10,DEBCA,997
114343,Group 12,BEDAC,147
114344,Group 4,CDEAB,772
114345,Group 7,EDACB,955
114346,Group 13,BDCAE,80
114347,Group 2,BCDEA,400
114348,Group 3,CADBE,583
114349,Group 18,AEDBC,110
114350,Group 3,BACED,113
114351,Group 9,DACBE,302
114352,Group 3,ACBDE,416
114353,Group 5,ADBCE,83
114354,Group 20,EBCDA,609
114355,Group 10,BEACD,556
114356,Group 11,CEDBA,424
114357,Group 12,EBDCA,950
114358,Group 6,DBCEA,638
114359,Group 4,AECBD,232
114360,Group 10,DBAEC,707
114361,Group 6,BACED,57
114362,Group 17,AEDCB,301
114363,Group 6,BDEAC,964
114364,Group 17,EDABC,190
114365,Group 17,DCEAB,39
114366,Group 10,EDBCA,818
114367,Group 4,CDEBA,606
114368,Group 18,EDACB,368
114369,Group 17,BDCEA,240
114370,Group 11,CBEAD,283
114371,Group 2,AEDCB,386
114372,Group 5,DECAB,659
114373,Group 13,ABCED,62
114374,Group 11,BECDA,210
114375,Group 10,DBEAC,9
114376,Group 8,DACEB,582
114377,Group 18,ECDAB,75
114378,Group 1,ECDAB,690
114379,Group 3,ECBDA,250
114380,Group 11,CDAEB,24
114381,Group 9,DBECA,811
114382,Group 3,ECABD,269
114383,Group 15,ADEBC,913
114384,Group 14,AEBDC,254
114385,Group 19,EDBAC,564
114386,Group 17,ACEBD,779
114387,Group 6,CEDBA,529
114388,Group 1,CDBEA,913
114389,Group 20,ACBED,481
114390,Group 8,EBDAC,748
114391,Group 4,EDBCA,515
114392,Group 19,BCAED,802
114393,Group 9,EDCAB,832
114394,Group 19,DCBEA,201
114395,Group 5,EDBCA,376
114396,Group 11,CDEAB,463
114397,Group 3,ABECD,412
114398,Group 15,EDBAC,141
114399,Group 13,ADBCE,279
114400,Group 7,DCEBA,733
114401,Group 3,ABEDC,249
114402,Group 11,ADCEB,790
114403,Group 20,DACBE,552
114404,Group 4,AEDBC,768
114405,Group 10,DABEC,511
114406,Group 2,BECAD,47
114407,Group 13,ADCBE,350
114408,Group 17,CEABD,620
114409,Group 16,DCAEB,855
114410,Group 19,CDBEA,730
114411,Group 20,AECBD,728
114412,Group 4,CDBAE,712
114413,Group 18,EDABC,4
114414,Group 13,DBCAE,888
114415,Group 11,CBAED,616
114416,Group 12,DABEC,747
114417,Group 18,ABECD,226
114418,Group 18,BCADE,96
114419,Group 12,BAECD,353
114420,Group 5,DAEBC,374
114421,Group 18,DBACE,947
114422,Group 6,BAEDC,427
114423,Group 14,EBDCA,626
114424,Group 8,BEACD,405
114425,Group 10,CDBAE,146
114426,Group 15,EACDB,931
114427,Group 5,DAEBC,826
114428,Group 15,EDACB,215
114429,Group 9,DBACE,137
114430,Group 13,DABEC,118
114431,Group 15,DACBE,457
114432,Group 20,BEADC,352
114433,Group 15,EBCDA,590
114434,Group 4,EBCDA,369
114435,Group 2,ABECD,752
114436,Group 15,CABDE,596
114437,Group 2,AECDB,95
114438,Group 3,DCBEA,500
114439,Group 16,DCEAB,778
114440,Group 12,EBDAC,19
114441,Group 10,AEDCB,93
114442,Group 6,ECABD,545
114443,Group 9,DBECA,973
114444,Group 9,ACBED,319
114445,Group 11,EDBCA,740
114446,Group 1,EACDB,967
114447,Group 20,EBADC,766
114448,Group 13,BACED,33
114449,Group 13,DBCEA,243
114450,Group 11,CDBEA,42
114451,Group 12,CDABE,287
114452,Group 13,CBDAE,322
114453,Group 8,CDEBA,941
114454,Group 17,EDCAB,455
114455,Group 10,BECDA,308
114456,Group 10,EDABC,146
114457,Group 7,ACBDE,405
114458,Group 9,EACDB,441
114459,Group 13,CEABD,444
114460,Group 8,BCEDA,310
114461,Group 12,EABCD,512
114462,Group 8,DBACE,198
114463,Group 9,CBEDA,30
114464,Group 3,BEADC,742
114465,Group 11,DACBE,602
114466,Group 14,DCEBA,329
114467,Group 9,ABEDC,94
114468,Group 17,EDBCA,974
114469,Group 2,CBADE,784
114470,Group 19,ECDAB,549
114471,Group 3,ACEDB,166
114472,Group 7,BDACE,211
114473,Group 5,EBDCA,30
114474,Group 6,CBAED,543
114475,Group 13,CDEBA,30
114476,Group 1,DAEBC,590
114477,Group 14,BDCEA,751
114478,Group 10,ECBAD,72
114479,Group 5,ECADB,918
114480,Group 6,EDCBA,100
114481,Group 2,EACBD,992
114482,Group 1,CBEAD,710
114483,Group 2,ADECB,899
114484,Group 10,EDABC,138
114485,Group 8,DACBE,723
114486,Group 14,ACEBD,913
114487,Group 5,BECAD,547
114488,Group 17,BDEAC,395
114489,Group 8,BAEDC,40
114490,Group 1,CDBEA,339
114491,Group 18,DEBCA,440
114492,Group 10,BEDCA,775
114493,Group 7,DBCEA,692
114494,Group 14,BDAEC,593
114495,Group 17,ADECB,989
114496,Group 18,ECADB,37
114497,Group 20,EBADC,294
114498,Group 20,DBAEC,123
114499,Group 19,DCAEB,143
114500,Group 12,BAECD,515
114501,Group 19,EABCD,789
114502,Group 16,DBCAE,129
114503,Group 13,DEABC,332
114504,Group 10,BAEDC,382
114505,Group 3,DCBEA,158
114506,Group 4,BCDEA,649
114507,Group 7,CAEBD,958
114508,Group 3,CDEAB,527
114509,Group 8,CDBAE,879
114510,Group 20,BCDAE,400
114511,Group 6,BECDA,101
114512,Group 15,BEDAC,160
114513,Group 10,BCEAD,618
114514,Group 12,DAEBC,505
114515,Group 6,DEBCA,836
114516,Group 9,DEACB,94
114517,Group 20,DEBCA,430
114518,Group 20,AEDCB,155
114519,Group 17,BCAED,228
114520,Group 4,ADCEB,823
114521,Group 2,CDEAB,724
114522,Group 5,DAECB,895
114523,Group 5,EBDCA,310
114524,Group 14,DEBCA,268
114525,Group 9,DACBE,327
114526,Group 20,ECDAB,353
114527,Group 10,BAECD,62
114528,Group 1,CAEBD,551
114529,Group 3,DABCE,746
114530,Group 14,DBCAE,365
114531,Group 6,CDBAE,398
114532,Group 11,DEABC,222
114533,Group 7,EDABC,175
114534,Group 16,CEABD,13
114535,Group 1,EDCAB,442
114536,Group 3,EACBD,431
114537,Group 19,EBDAC,492
114538,Group 19,ECBAD,418
114539,Group 15,BDACE,432
114540,Group 3,BDCAE,588
114541,Group 5,BEDAC,199
114542,Group 7,AECBD,149
114543,Group 8,BCEDA,944
114544,Group 15,BEDCA,599
114545,Group 16,BEDCA,790
114546,Group 11,ABECD,851
114547,Group 16,DCBAE,233
114548,Group 15,DCEBA,249
114549,Group 19,CDEAB,963
114550,Group 11,EADCB,170
114551,Group 1,ABCDE,93
114552,Group 20,ECDBA,439
114553,Group 2,BDACE,160
114554,Group 7,ADCBE,658
114555,Group 14,EBACD,276
114556,Group 2,CDBEA,845
114557,Group 11,DACEB,630
114558,Group 16,ADCBE,362
114559,Group 9,DAEBC,45
114560,Group 14,BCDAE,779
114561,Group 16,EBACD,228
114562,Group 8,EBDCA,198
114563,Group 13,BCDEA,976
114564,Group 3,BDECA,263
114565,Group 17,ABEDC,41
114566,Group 10,EBCAD,104
114567,Group 17,EBADC,948
114568,Group 6,BDAEC,770
114569,Group 5,ADECB,366
114570,Group 18,BDACE,265
114571,Group 13,DECAB,127
114572,Group 20,DCABE,763
114573,Group 9,DCEAB,494
114574,Group 5,ECDBA,112
114575,Group 3,EADBC,459
114576,Group 8,DECBA,439
114577,Group 18,ECADB,77
114578,Group 6,EBCAD,966
114579,Group 7,EABCD,219
114580,Group 13,DECBA,339
114581,Group 8,BDCAE,327
114582,Group 2,ADCBE,79
114583,Group 16,BACDE,833
114584,Group 19,BDEAC,904
114585,Group 9,ADECB,781
114586,Group 15,BDACE,382
114587,Group 5,CEDAB,253
114588,Group 9,BADEC,903
114589,Group 2,DBECA,231
114590,Group 10,CEBDA,595
114591,Group 13,BECDA,111
114592,Group 14,BACDE,327
114593,Group 14,CBAED,875
114594,Group 4,BADEC,467
114595,Group 15,ECBDA,950
114596,Group 10,EBCDA,604
114597,Group 16,EBDCA,82
114598,Group 18,CEBAD,610
114599,Group 20,ADCEB,124
114600,Group 9,CDABE,416
114601,Group 5,BEACD,122
114602,Group 13,EDCBA,85
114603,Group 15,CAEBD,188
114604,Group 11,CABED,40
114605,Group 2,BAEDC,137
114606,Group 16,CADBE,430
114607,Group 9,EDBAC,982
114608,Group 11,BCEAD,474
114609,Group 8,BEADC,961
114610,Group 14,AECDB,203
114611,Group 3,EDABC,729
114612,Group 10,CBEDA,254
114613,Group 14,DEBAC,102
114614,Group 20,CDEBA,180
114615,Group 17,ECADB,150
114616,Group 2,DAEBC,905
114617,Group 11,BACED,722
114618,Group 16,DBECA,866
114619,Group 1,DCAEB,583
114620,Group 5,BACDE,387
114621,Group 20,ADBCE,413
114622,Group 8,DAECB,809
114623,Group 5,ABCDE,895
114624,Group 1,CBDEA,960
114625,Group 10,BDCEA,112
114626,Group 12,CEBDA,882
114627,Group 19,DEBCA,898
114628,Group 7,BDCAE,253
114629,Group 20,BDEAC,977
114630,Group 16,BDECA,812
114631,Group 18,EACBD,970
114632,Group 7,AECBD,30
114633,Group 6,DBCAE,515
114634,Group 14,DBCAE,114
114635,Group 6,CDEBA,947
114636,Group 5,EDCAB,618
114637,Group 10,DCEAB,398
114638,Group 11,BDECA,951
114639,Group 3,EACDB,943
114640,Group 20,DBCEA,411
114641,Group 3,ADEBC,374
114642,Group 19,ADCEB,928
114643,Group 7,DCBAE,530
114644,Group 4,CBEDA,242
114645,Group 14,EBCDA,714
114646,Group 2,DCBEA,116
114647,Group 7,EBCAD,534
114648,Group 2,BCEDA,553
114649,Group 1,DBEAC,437
114650,Group 18,DABCE,930
114651,Group 3,CDEBA,722
114652,Group 16,DCEBA,423
114653,Group 10,ABDEC,402
114654,Group 19,BAECD,479
114655,Group 15,ACDBE,769
114656,Group 3,DACBE,966
114657,Group 9,AEDCB,273
114658,Group 6,EDCAB,629
114659,Group 7,AEDBC,821
114660,Group 7,BDACE,180
114661,Group 2,DECBA,103
114662,Group 18,BADEC,773
114663,Group 1,EBDAC,963
114664,Group 5,CDBAE,263
114665,Group 7,CEDBA,782
114666,Group 11,ECDBA,361
114667,Group 7,CBEDA,398
114668,Group 9,DACBE,203
114669,Group 16,ECDAB,870
114670,Group 19,DBCEA,164
114671,Group 8,DCAEB,249
114672,Group 2,BEDCA,517
114673,Group 16,BCEDA,455
114674,Group 15,EADBC,773
114675,Group 20,BDCEA,672
114676,Group 6,BDECA,322
114677,Group 12,ABECD,345
114678,Group 4,CDEBA,967
114679,Group 12,DAECB,82
114680,Group 9,EACDB,273
114681,Group 11,BDECA,352
114682,Group 4,ADBCE,239
114683,Group 15,CEBAD,906
114684,Group 1,CDAEB,776
114685,Group 3,BAECD,962
114686,Group 13,CAEDB,125
114687,Group 11,DAECB,122
114688,Group 9,CEBDA,609
114689,Group 13,ECBAD,59
114690,Group 19,BCEDA,730
114691,Group 6,CEDAB,265
114692,Group 10,DACBE,770
114693,Group 19,DBEAC,437
114694,Group 5,ECBDA,373
114695,Group 11,BDEAC,115
114696,Group 20,EBADC,45
114697,Group 3,ACDEB,567
114698,Group 1,DEACB,48
114699,Group 18,CEBDA,64
114700,Group 16,ADECB,724
114701,Group 15,ADECB,835
114702,Group 10,ACDBE,35
114703,Group 14,BADCE,799
114704,Group 20,BECDA,221
114705,Group 14,EADCB,391
114706,Group 13,BCEAD,976
114707,Group 17,CABDE,715
114708,Group 10,EABDC,215
114709,Group 16,AEDCB,256
114710,Group 14,BDECA,128
114711,Group 8,ADBEC,43
114712,Group 14,EBDCA,824
114713,Group 3,ABECD,668
114714,Group 20,EADCB,1000
114715,Group 20,BCDEA,996
114716,Group 10,EADBC,546
114717,Group 11,ECDAB,784
114718,Group 15,BCDAE,516
114719,Group 11,BCEDA,939
114720,Group 20,CEBDA,700
114721,Group 15,EABDC,857
114722,Group 19,AEBDC,570
114723,Group 7,CABDE,298
114724,Group 1,EDABC,9
114725,Group 14,CDEAB,617
114726,Group 7,CEBAD,531
114727,Group 17,EDCAB,175
114728,Group 9,CBDEA,404
114729,Group 9,BEADC,92
114730,Group 1,ACEBD,507
114731,Group 20,DEBCA,883
114732,Group 17,BCDEA,536
114733,Group 13,EABDC,499
114734,Group 14,CEADB,769
114735,Group 18,CDAEB,886
114736,Group 7,CEDAB,556
114737,Group 10,EBACD,716
114738,Group 13,CAEBD,473
114739,Group 17,ACDEB,831
114740,Group 15,ACBED,270
114741,Group 10,BACED,275
114742,Group 10,CBEAD,869
114743,Group 8,CDAEB,689
114744,Group 18,DBCAE,346
114745,Group 13,ACDBE,348
114746,Group 7,CDEBA,534
114747,Group 12,ECDAB,948
114748,Group 5,ECADB,795
114749,Group 15,DCBAE,471
114750,Group 16,DCEAB,169
114751,Group 2,DECBA,986
114752,Group 11,ECDAB,982
114753,Group 18,CEADB,841
114754,Group 9,EBCDA,529
114755,Group 14,ABCDE,419
114756,Group 20,BDACE,923
114757,Group 10,CBEAD,289
114758,Group 19,ADBEC,900
114759,Group 6,ECABD,728
114760,Group 8,BCDAE,342
114761,Group 9,DBEAC,300
114762,Group 1,CBADE,601
114763,Group 19,ACEDB,577
114764,Group 18,CAEDB,802
114765,Group 3,CBDAE,951
114766,Group 7,EBCAD,195
114767,Group 1,DCABE,309
114768,Group 20,DCBEA,983
114769,Group 19,CEBDA,681
114770,Group 10,AEBCD,644
114771,Group 9,DBEAC,815
114772,Group 13,CBDEA,912
114773,Group 4,ABDCE,63
114774,Group 12,DCABE,863
114775,Group 9,DECBA,102
114776,Group 5,CAEBD,76
114777,Group 10,BDACE,85
114778,Group 14,ADCBE,616
114779,Group 10,DBEAC,152
114780,Group 1,CBEDA,99
114781,Group 2,DBEAC,109
114782,Group 9,CBDEA,988
114783,Group 10,BADCE,495
114784,Group 15,EBDAC,72
114785,Group 11,ECDAB,655
114786,Group 14,ABCDE,36
114787,Group 7,DECBA,609
114788,Group 18,ABDEC,54
114789,Group 13,BACDE,951
114790,Group 10,ECADB,976
114791,Group 11,DEBCA,129
114792,Group 4,ECDBA,361
114793,Group 15,DCABE,727
114794,Group 8,CBADE,566
114795,Group 2,DEACB,794
114796,Group 1,BECAD,470
114797,Group 19,BDCAE,962
114798,Group 6,DCBAE,913
114799,Group 14,DABEC,559
114800,Group 18,CBDEA,896
114801,Group 6,ECDBA,690
114802,Group 5,BDEAC,620
114803,Group 18,BDCEA,812
114804,Group 1,CDABE,418
114805,Group 1,EDACB,521
114806,Group 3,BEDAC,11
114807,Group 11,DBECA,491
114808,Group 9,CBAED,985
114809,Group 19,ADEBC,663
114810,Group 11,AEDBC,226
114811,Group 15,CEDAB,776
114812,Group 10,BAECD,41
114813,Group 5,CBDEA,591
114814,Group 11,DACBE,494
114815,Group 13,AEBDC,758
114816,Group 8,EADCB,959
114817,Group 2,ECADB,547
114818,Group 5,CEBDA,314
114819,Group 13,BACED,223
114820,Group 10,DCBEA,307
114821,Group 1,BAECD,868
114822,Group 15,AECDB,927
114823,Group 7,BDAEC,339
114824,Group 14,CAEDB,777
114825,Group 2,EBDCA,368
114826,Group 8,DCBEA,843
114827,Group 10,AEDCB,214
114828,Group 4,CBADE,465
114829,Group 5,EBDAC,294
114830,Group 7,ACEBD,490
114831,Group 14,BCAED,511
114832,Group 7,EDCBA,102
114833,Group 16,EDACB,452
114834,Group 12,CEBAD,14
114835,Group 7,BAEDC,483
114836,Group 1,CDAEB,204
114837,Group 2,EBACD,312
114838,Group 14,DAEBC,102
114839,Group 20,ECABD,26
114840,Group 3,BECAD,970
114841,Group 7,AEBDC,955
114842,Group 20,AEDCB,646
114843,Group 4,EACDB,157
114844,Group 7,ECABD,310
114845,Group 1,DAEBC,450
114846,Group 20,CDEAB,481
114847,Group 20,CADEB,924
114848,Group 4,ADCEB,495
114849,Group 11,BCEDA,71
114850,Group 2,DEBCA,471
114851,Group 15,CDEAB,627
114852,Group 19,EBCAD,403
114853,Group 16,EBDAC,777
114854,Group 17,CEDAB,380
114855,Group 4,ECABD,563
114856,Group 11,DCAEB,665
114857,Group 13,ACEDB,544
114858,Group 18,ADCBE,317
114859,Group 6,AEDBC,330
114860,Group 10,DAEBC,39
114861,Group 10,DACEB,577
114862,Group 1,CBDAE,782
114863,Group 10,CEDBA,735
114864,Group 9,CEDBA,591
114865,Group 4,DCAEB,991
114866,Group 13,EACBD,464
114867,Group 17,CDBEA,491
114868,Group 6,AEBDC,166
114869,Group 4,EBCDA,119
114870,Group 17,EADBC,412
114871,Group 4,ABDCE,481
114872,Group 7,EDABC,591
114873,Group 5,BCDAE,479
114874,Group 1,BCDAE,159
114875,Group 9,ACEBD,714
114876,Group 4,EBDCA,106
114877,Group 19,DECBA,115
114878,Group 18,CBDAE,697
114879,Group 4,CDEBA,558
114880,Group 9,BEADC,300
114881,Group 17,DCAEB,869
114882,Group 5,ECDBA,31
114883,Group 18,ADEBC,875
114884,Group 10,EDABC,628
114885,Group 20,DABEC,413
114886,Group 11,BDEAC,830
114887,Group 13,ECBDA,60
114888,Group 9,ADBCE,593
114889,Group 2,AECBD,347
114890,Group 7,ACDEB,506
114891,Group 16,CBAED,923
114892,Group 17,DCABE,526
114893,Group 7,EDABC,172
114894,Group 4,DCEAB,515
114895,Group 10,CBADE,661
114896,Group 19,CBEAD,427
114897,Group 8,CEBDA,828
114898,Group 12,ACDBE,131
114899,Group 13,CAEDB,489
114900,Group 7,BDCAE,719
114901,Group 3,BECAD,836
114902,Group 1,BEDCA,750
114903,Group 9,CBDAE,310
114904,Group 15,ACEBD,874
114905,Group 11,BEDCA,964
114906,Group 17,DBECA,666
114907,Group 13,ACEBD,922
114908,Group 14,DAECB,567
114909,Group 13,EBADC,72
114910,Group 12,CDBAE,971
114911,Group 12,EDBAC,555
114912,Group 12,EDBCA,510
114913,Group 18,BEADC,324
114914,Group 4,CDABE,562
114915,Group 13,BEDAC,446
114916,Group 2,BEDAC,490
114917,Group 11,EDCAB,326
114918,Group 4,DAEBC,249
114919,Group 18,ECADB,785
114920,Group 11,EABDC,583
114921,Group 12,ECBDA,873
114922,Group 6,EBDCA,736
114923,Group 3,ACEBD,265
114924,Group 2,AECBD,783
114925,Group 5,CEBDA,944
114926,Group 10,EDABC,172
114927,Group 3,ADCBE,84
114928,Group 16,EABDC,954
114929,Group 19,EACDB,52
114930,Group 5,CDEAB,956
114931,Group 7,DEBAC,630
114932,Group 5,CEDBA,755
114933,Group 2,BECAD,337
114934,Group 1,DEABC,915
114935,Group 1,ACDEB,354
114936,Group 3,BCDEA,429
114937,Group 14,CDEBA,449
114938,Group 7,CEADB,956
114939,Group 19,ACBDE,410
114940,Group 2,BDCAE,901
114941,Group 11,ADBEC,200
114942,Group 6,BDAEC,294
114943,Group 10,CAEBD,394
114944,Group 15,CAEDB,861
114945,Group 18,DCABE,243
114946,Group 2,BADEC,613
114947,Group 5,EADCB,225
114948,Group 12,EBCAD,409
114949,Group 1,ADCEB,52
114950,Group 19,ADBCE,224
114951,Group 10,AEDBC,428
114952,Group 8,EDCBA,73
114953,Group 17,DCBAE,243
114954,Group 12,AEBDC,345
114955,Group 8,BEADC,307
114956,Group 10,CBDAE,542
114957,Group 8,DBCEA,552
114958,Group 12,DACEB,164
114959,Group 8,ABECD,656
114960,Group 2,BEADC,129
114961,Group 14,AEBDC,927
114962,Group 12,DABCE,471
114963,Group 8,DCABE,695
114964,Group 17,BACDE,607
114965,Group 10,BEADC,317
114966,Group 19,BCDAE,875
114967,Group 4,DEBCA,30
114968,Group 4,DACEB,149
114969,Group 20,BEACD,313
114970,Group 13,EACBD,187
114971,Group 5,DAEBC,196
114972,Group 10,ECBDA,252
114973,Group 9,DACEB,774
114974,Group 6,DCBAE,461
114975,Group 10,BDAEC,50
114976,Group 7,DABEC,927
114977,Group 14,BDACE,342
114978,Group 7,DBCEA,924
114979,Group 15,BCAED,408
114980,Group 9,CADBE,887
114981,Group 19,CDABE,424
114982,Group 13,BEADC,300
114983,Group 9,DCEAB,793
114984,Group 6,DABCE,807
114985,Group 8,EABCD,41
114986,Group 20,ADECB,576
114987,Group 14,EABDC,94
114988,Group 3,BDCEA,371
114989,Group 1,ECDAB,217
114990,Group 17,BEACD,109
114991,Group 12,BADCE,148
114992,Group 13,DECAB,264
114993,Group 1,EADBC,216
114994,Group 5,DCEBA,715
114995,Group 8,EDBAC,481
114996,Group 3,BCEAD,108
114997,Group 7,DBAEC,449
114998,Group 5,ECADB,509
114999,Group 20,BDCAE,826
115000,Group 9,DECBA,434
115001,Group 6,EABDC,811
115002,Group 9,ECBDA,183
115003,Group 19,DBAEC,253
115004,Group 4,BADEC,840
115005,Group 15,BAECD,94
115006,Group 5,BCEAD,143
115007,Group 5,CEDAB,58
115008,Group 6,DCBAE,637
115009,Group 17,DECAB,411
115010,Group 12,DCBAE,722
115011,Group 15,BCDAE,30
115012,Group 19,CABED,511
115013,Group 1,DBACE,525
115014,Group 15,BCEAD,980
115015,Group 4,EBCDA,245
115016,Group 17,DCAEB,169
115017,Group 14,ADBEC,166
115018,Group 7,CBAED,115
115019,Group 3,ABCDE,368
115020,Group 11,BECDA,927
115021,Group 9,BADCE,134
115022,Group 16,DABCE,344
115023,Group 14,BDECA,147
115024,Group 6,DBCAE,141
115025,Group 6,CDBAE,526
115026,Group 19,ABCDE,57
115027,Group 2,DCEAB,550
115028,Group 10,CBEDA,987
115029,Group 3,EACDB,256
115030,Group 6,EDACB,899
115031,Group 14,ABEDC,839
115032,Group 1,EDACB,657
115033,Group 2,CAEDB,503
115034,Group 3,DCEAB,944
115035,Group 3,ACEBD,165
115036,Group 15,DEACB,880
115037,Group 18,ACEBD,852
115038,Group 10,BCADE,398
115039,Group 3,EBCAD,250
115040,Group 18,EBACD,816
115041,Group 4,DBCAE,696
115042,Group 16,ECBDA,873
115043,Group 18,ACEBD,152
115044,Group 3,EBDCA,523
115045,Group 17,DECAB,860
115046,Group 18,DEBAC,561
115047,Group 18,CAEBD,957
115048,Group 5,CEBDA,495
115049,Group 15,CBAED,789
115050,Group 9,BACED,871
115051,Group 4,AEDCB,249
115052,Group 3,BECDA,596
115053,Group 8,DCBEA,918
115054,Group 4,DAEBC,874
115055,Group 19,DAEBC,209
115056,Group 20,ADCBE,565
115057,Group 7,EBDAC,862
115058,Group 8,CEABD,621
115059,Group 20,CABDE,51
115060,Group 3,CBADE,356
115061,Group 12,DAEBC,745
115062,Group 5,CDBAE,396
115063,Group 14,BECAD,967
115064,Group 6,ACBED,866
115065,Group 16,ABEDC,670
115066,Group 12,EDCAB,264
115067,Group 11,CEBAD,576
115068,Group 13,EDACB,989
115069,Group 7,CEBAD,162
115070,Group 11,ECDAB,111
115071,Group 11,ACBED,109
115072,Group 17,CDEBA,821
115073,Group 2,BCEDA,358
115074,Group 17,DCEBA,282
115075,Group 16,ADEBC,875
115076,Group 20,DBEAC,958
115077,Group 4,ADEBC,930
115078,Group 2,EBDAC,814
115079,Group 5,ABDCE,768
115080,Group 13,DABCE,655
115081,Group 10,ADEBC,17
115082,Group 19,EACBD,977
115083,Group 2,AECDB,989
115084,Group 11,EDBAC,607
115085,Group 13,EDCBA,996
115086,Group 11,BEDAC,269
115087,Group 3,ADCEB,544
115088,Group 4,ABCDE,287
115089,Group 7,DECAB,876
